Match ID;Region;Team;Pick;pick rival;pick Decider;Orden pick;Gano mapa Propio;gano mapa Rival;gano Decider;pick propio Pistol atk;Pick propio Pistol def;pick propio Atk propio;pick propio Defensa propia;pick propio Atk rival;pick propio Def rival;pick rival Pistol Atk;pick rival Pisto Def;pick rival Atk propio;pick rival Defensa propia; pick rival Atk rival;pick rival  Def rival;pick decider Pistol Atk;pick decider Pisto Def;pick decider Atk propio;pick decider Defensa propia;pick decider Atk rival;pick decider Def rival;Torneo;Stats equipo;;;;;;;;;;;
M-147;Pacific;Team Secret;Haven;Ascent;Fracture;1ro;1;1;No jugado;0;0;5;8;4;4;1;0;10;3;9;2;;;;;;;Pacific;5.37;;;;;;;;;;;
M-147;Pacific;DRX;Ascent;Haven;Fracture;2do;0;0;No jugado;1;0;9;2;10;3;1;1;4;4;5;8;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-148;Pacific;DFM;Lotus;Pearl;Bind;1ro;0;0;No jugado;0;0;3;4;8;5;0;0;5;1;11;2;;;;;;;Pacific;5.77;;;;;;;;;;;
M-148;Pacific;Global;Pearl;Lotus;Bind;2do;1;1;No jugado;1;1;11;2;5;1;1;1;8;5;3;4;;;0;0;0;0;Pacific;5.75;;;;;;;;;;;
M-149;Pacific;Rex Regnum;Split;Ascent;Haven;1ro;0;1;1;0;1;0;3;9;4;1;1;9;4;1;3;0;1;5;8;4;3;Pacific;5.44;;;;;;;;;;;
M-149;Pacific;Talon;Ascent;Split;Haven;2do;0;1;0;0;0;1;3;9;4;0;1;9;4;0;3;0;1;4;3;5;8;Pacific;5.27;;;;;;;;;;;
M-150;Pacific;Gen.G;Haven;Ascent;Fracture;1ro;0;1;0;1;0;4;4;8;5;0;0;9;4;1;3;0;0;4;0;5;8;Pacific;5.38;;;;;;;;;;;
M-150;Pacific;Zeta Division;Ascent;Haven;Fracture;2do;0;1;1;1;1;1;3;9;4;1;0;8;5;4;4;1;1;5;8;4;0;Pacific;5.21;;;;;;;;;;;
M-151;Pacific;T1;Bind;Pearl;Ascent;1ro;0;0;No jugado;0;0;7;3;9;4;0;0;3;6;4;9;;;;;;;Pacific;5.29;;;;;;;;;;;
M-151;Pacific;DRX;Pearl;Bind;Ascent;2do;1;1;No jugado;1;1;4;9;3;6;1;1;9;4;7;3;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-152;Pacific;Team Secret;Haven;Lotus;Bind;1ro;1;1;No jugado;1;0;7;6;6;3;1;1;7;6;5;5;;;;;;;Pacific;5.37;;;;;;;;;;;
M-152;Pacific;Global;Lotus;Haven;Bind;2do;0;0;No jugado;0;0;5;5;7;6;1;0;6;3;7;6;;;0;0;0;0;Pacific;5.75;;;;;;;;;;;
M-153;Americas;FURIA;Pearl;Fracture;Haven;1ro;1;0;0;0;0;6;7;5;5;1;0;5;2;10;3;0;0;5;6;6;7;Americas;5.42;;;;;;;;;;;
M-153;Americas;100 Thieves;Fracture;Pearl;Haven;2do;1;0;1;1;0;10;3;5;2;1;1;5;5;6;7;1;1;6;7;5;6;Americas;5.55;;;;;;;;;;;
M-154;Americas;mibr;Lotus;Fracture;Ascent;1ro;0;0;No jugado;0;0;2;0;3;10;1;1;4;1;5;8;;;;;;;Americas;5.43;;;;;;;;;;;
M-154;Americas;Evil Genius;Fracture;Lotus;Ascent;2do;1;1;No jugado;0;0;5;8;4;1;1;1;3;10;2;0;;;0;0;0;0;Americas;5.57;;;;;;;;;;;
M-155;Americas;Sentinels;Lotus;Bind;Pearl;1ro;1;1;No jugado;1;1;7;7;6;6;1;0;5;8;4;6;;;;;;;Americas;5.88;;;;;;;;;;;
M-155;Americas;KRU;Bind;Lotus;Pearl;2do;0;0;No jugado;1;0;4;6;5;8;0;0;6;6;7;7;;;0;0;0;0;Americas;5.46;;;;;;;;;;;
M-156;Americas;LOUD;Split;Pearl;Haven;1ro;0;0;No jugado;1;0;2;3;9;4;0;0;6;3;7;6;;;;;;;Americas;5.61;;;;;;;;;;;
M-156;Americas;NRG;Pearl;Split;Haven;2do;1;1;No jugado;1;1;7;6;6;3;1;0;9;4;2;3;;;0;0;0;0;Americas;5.25;;;;;;;;;;;
M-157;Americas;Cloud9;Lotus;Haven;Bind;1ro;1;1;No jugado;1;0;9;4;4;3;1;0;10;3;2;2;;;;;;;Americas;5.78;;;;;;;;;;;
M-157;Americas;Leviatan;Haven;Lotus;Bind;2do;0;0;No jugado;1;0;2;2;10;3;1;0;4;3;9;4;;;0;0;0;0;Americas;5.47;;;;;;;;;;;
M-158;Pacific;Talon;Lotus;Bind;Fracture;1ro;1;1;No jugado;0;1;7;6;6;5;1;1;10;3;2;2;;;;;;;Pacific;5.27;;;;;;;;;;;
M-158;Pacific;DFM;Bind;Lotus;Fracture;2do;0;0;No jugado;0;0;2;2;10;3;0;1;6;5;7;6;;;0;0;0;0;Pacific;5.77;;;;;;;;;;;
M-159;Pacific;Rex Regnum;Bind;Pearl;Fracture;1ro;0;0;No jugado;0;0;4;5;7;6;0;0;4;7;5;8;;;;;;;Pacific;5.44;;;;;;;;;;;
M-159;Pacific;Paper Rex;Pearl;Bind;Fracture;2do;1;1;No jugado;1;1;5;8;4;7;1;1;7;6;4;5;;;0;0;0;0;Pacific;5.86;;;;;;;;;;;
M-160;EMEA;Fnatic;Lotus;Split;Fracture;1ro;1;1;No jugado;0;0;7;6;6;3;1;1;5;8;4;4;;;;;;;EMEA;5.78;;;;;;;;;;;
M-160;EMEA;Navi;Split;Lotus;Fracture;2do;0;0;No jugado;0;0;4;4;5;8;1;1;6;3;7;6;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-161;EMEA;Vitality;Haven;Lotus;Ascent;1ro;1;1;No jugado;0;0;4;9;2;8;0;0;10;5;9;4;;;;;;;EMEA;5.43;;;;;;;;;;;
M-161;EMEA;Heretics;Lotus;Haven;Ascent;2do;0;0;No jugado;1;1;9;4;10;5;1;1;2;8;4;9;;;0;0;0;0;EMEA;5.26;;;;;;;;;;;
M-162;EMEA;Karmine Corp;Lotus;Ascent;Haven;1ro;0;0;No jugado;1;0;10;4;11;5;0;1;1;4;8;5;;;;;;;EMEA;5.04;;;;;;;;;;;
M-162;EMEA;Giants;Ascent;Lotus;Haven;2do;1;1;No jugado;0;1;8;5;1;4;1;0;11;5;10;4;;;0;0;0;0;EMEA;5.77;;;;;;;;;;;
M-163;Americas;Sentinels;Split;Haven;Bind;1ro;1;0;1;0;0;9;4;4;3;0;1;1;4;8;5;1;0;9;10;8;9;Americas;5.88;;;;;;;;;;;
M-163;Americas;FURIA;Haven;Split;Bind;2do;1;0;0;0;1;8;5;1;4;1;1;4;3;9;4;1;0;8;9;9;10;Americas;5.42;;;;;;;;;;;
M-164;Americas;NRG;Bind;Split;Ascent;1ro;1;1;No jugado;1;1;4;9;1;8;0;1;7;6;2;5;;;;;;;Americas;5.25;;;;;;;;;;;
M-164;Americas;Evil Genius;Split;Bind;Ascent;2do;0;0;No jugado;0;1;2;5;7;6;0;0;1;8;4;9;;;0;0;0;0;Americas;5.57;;;;;;;;;;;
M-165;EMEA;Liquid;Fracture;Split;Lotus;1ro;1;0;1;1;1;6;7;5;2;1;0;7;4;8;5;1;0;6;7;5;3;EMEA;5.33;;;;;;;;;;;
M-165;EMEA;KOI;Split;Fracture;Lotus;2do;1;0;0;1;0;8;5;7;4;0;0;5;2;6;7;1;0;5;3;6;7;EMEA;5.49;;;;;;;;;;;
M-166;EMEA;Fut;Pearl;Haven;Split;1ro;1;1;No jugado;0;1;7;6;0;5;1;0;10;3;5;2;;;;;;;EMEA;5.39;;;;;;;;;;;
M-166;EMEA;BBL;Haven;Pearl;Split;2do;0;0;No jugado;1;0;5;2;10;3;0;1;0;5;7;6;;;0;0;0;0;EMEA;5.31;;;;;;;;;;;
M-167;Americas;Cloud9;Lotus;Ascent;Split;1ro;1;0;1;1;1;11;4;10;3;0;0;0;6;6;7;0;1;8;5;5;4;Americas;5.78;;;;;;;;;;;
M-167;Americas;KRU;Ascent;Lotus;Split;2do;1;0;0;1;1;6;7;0;6;0;0;10;3;11;4;0;1;5;4;8;5;Americas;5.46;;;;;;;;;;;
M-168;Americas;Leviatan;Haven;Ascent;Lotus;1ro;0;0;No jugado;1;1;3;4;8;5;0;1;2;3;9;4;;;;;;;Americas;5.47;;;;;;;;;;;
M-168;Americas;LOUD;Ascent;Haven;Lotus;2do;1;1;No jugado;0;1;9;4;2;3;0;0;8;5;3;4;;;0;0;0;0;Americas;5.61;;;;;;;;;;;
M-169;Americas;100 Thieves;Fracture;Pearl;Lotus;1ro;0;1;0;0;0;2;4;8;5;1;1;5;9;4;8;1;1;5;2;6;7;Americas;5.55;;;;;;;;;;;
M-169;Americas;mibr;Pearl;Fracture;Lotus;2do;0;1;1;0;0;4;8;5;9;1;1;8;5;2;4;0;0;6;7;5;2;Americas;5.43;;;;;;;;;;;
M-170;Americas;FURIA;Ascent;Pearl;Bind;1ro;1;0;1;1;1;8;5;1;4;1;0;11;7;12;8;0;1;7;6;1;5;Americas;5.42;;;;;;;;;;;
M-170;Americas;Leviatan;Pearl;Ascent;Bind;2do;1;0;0;1;0;12;8;11;7;0;0;1;4;8;5;0;1;1;5;7;6;Americas;5.47;;;;;;;;;;;
M-171;Americas;NRG;Haven;Split;Ascent;1ro;1;0;0;1;1;6;7;5;6;1;1;4;9;5;10;1;1;2;5;7;6;Americas;5.25;;;;;;;;;;;
M-171;Americas;Evil Genius;Split;Haven;Ascent;2do;1;0;1;0;0;5;10;4;9;0;0;5;6;6;7;0;0;7;6;2;5;Americas;5.57;;;;;;;;;;;
M-172;Americas;FURIA;Haven;Ascent;Bind;1ro;0;0;No jugado;0;0;1;3;9;4;1;1;2;3;9;4;;;;;;;Americas;5.42;;;;;;;;;;;
M-172;Americas;LOUD;Ascent;Haven;Bind;2do;1;1;No jugado;0;0;9;4;2;3;1;1;9;4;1;3;;;0;0;0;0;Americas;5.61;;;;;;;;;;;
M-173;Americas;Evil Genius;Fracture;Bind;Ascent;1ro;1;1;No jugado;1;1;5;8;4;1;1;1;3;10;2;0;;;;;;;Americas;5.57;;;;;;;;;;;
M-173;Americas;Cloud9;Bind;Fracture;Ascent;2do;0;0;No jugado;0;0;2;0;3;10;0;0;4;1;5;8;;;0;0;0;0;Americas;5.78;;;;;;;;;;;
M-174;Americas;Leviatan;Haven;Lotus;Ascent;1ro;0;1;0;0;0;5;3;9;4;1;1;7;6;6;4;0;0;0;4;8;5;Americas;5.47;;;;;;;;;;;
M-174;Americas;Cloud9;Lotus;Haven;Ascent;2do;0;1;1;0;0;6;4;7;6;1;1;9;4;5;3;1;1;8;5;0;4;Americas;5.78;;;;;;;;;;;
M-175;Americas;NRG;Bind;Haven;Split;1ro;1;1;No jugado;0;1;3;10;2;7;0;1;5;8;3;7;;;;;;;Americas;5.25;;;;;;;;;;;
M-175;Americas;FURIA;Haven;Bind;Split;2do;0;0;No jugado;0;1;3;7;5;8;0;1;2;7;3;10;;;0;0;0;0;Americas;5.42;;;;;;;;;;;
M-176;Americas;Evil Genius;Fracture;Ascent;Bind;1ro;0;1;0;1;1;4;5;7;6;1;0;8;5;7;4;1;0;1;2;10;3;Americas;5.57;;;;;;;;;;;
M-176;Americas;LOUD;Ascent;Fracture;Bind;2do;0;1;1;1;0;7;4;8;5;0;0;7;6;4;5;1;0;10;3;1;2;Americas;5.61;;;;;;;;;;;
M-177;Americas;NRG;Pearl;Lotus;Haven;1ro;0;1;1;0;1;3;7;5;8;0;1;7;6;4;5;0;0;7;7;6;6;Americas;5.25;;;;;;;;;;;
M-177;Americas;Cloud9;Lotus;Pearl;Haven;2do;0;1;0;0;1;4;5;7;6;0;1;5;8;3;7;1;1;6;6;7;7;Americas;5.78;;;;;;;;;;;
M-178;Americas;NRG;Haven;Ascent;;1ro;0;1;No jugado;0;0;5;6;6;7;1;1;4;9;3;5;;;;;;;Americas;5.25;;;;;;;;;;;
M-178;Americas;Evil Genius;Ascent;Haven;0;2do;0;1;No jugado;0;0;3;5;4;9;1;1;6;7;5;6;;;0;0;0;0;Americas;5.57;;;;;;;;;;;
M-179;Americas;NRG;Lotus;Split;Pearl;3ro;1;1;No jugado;1;1;5;8;3;7;1;0;11;2;3;1;;;;;;;Americas;5.25;;;;;;;;;;;
M-179;Americas;Evil Genius;Split;Lotus;Pearl;4to;0;0;No jugado;1;0;3;1;11;2;0;0;3;7;5;8;;;0;0;0;0;Americas;5.57;;;;;;;;;;;
M-180;Americas;LOUD;Ascent;Bind;;1ro;1;1;No jugado;1;1;5;8;2;7;1;1;7;6;6;5;;;;;;;Americas;5.61;;;;;;;;;;;
M-180;Americas;NRG;Bind;Ascent;0;2do;0;0;No jugado;0;0;6;5;7;6;0;0;2;7;5;8;;;0;0;0;0;Americas;5.25;;;;;;;;;;;
M-181;Americas;LOUD;Fracture;Lotus;Haven;3ro;1;0;No jugado;1;0;8;5;7;4;;;;;;;;;;;;;Americas;5.61;;;;;;;;;;;
M-181;Americas;NRG;Lotus;Fracture;Haven;4to;0;0;No jugado;;;0;0;0;0;1;0;7;4;8;5;;;0;0;0;0;Americas;5.25;;;;;;;;;;;
M-182;EMEA;Fut;Haven;Ascent;Lotus;1ro;1;1;No jugado;1;1;4;9;3;2;0;1;4;10;3;9;;;;;;;EMEA;5.39;;;;;;;;;;;
M-182;EMEA;Giants;Ascent;Haven;Lotus;2do;0;0;No jugado;0;1;3;9;4;10;0;0;3;2;4;9;;;0;0;0;0;EMEA;5.77;;;;;;;;;;;
M-183;EMEA;Vitality;Lotus;Bind;Ascent;1ro;1;0;0;0;0;4;9;3;3;0;0;4;7;5;8;1;0;5;6;6;7;EMEA;5.43;;;;;;;;;;;
M-183;EMEA;Liquid;Bind;Lotus;Ascent;2do;1;0;1;1;1;5;8;4;7;1;1;3;3;4;9;1;0;6;7;5;6;EMEA;5.33;;;;;;;;;;;
M-184;EMEA;Fnatic;Bind;Split;Lotus;1ro;0;1;1;1;0;8;1;9;4;1;1;3;10;2;0;1;1;11;2;0;1;EMEA;5.78;;;;;;;;;;;
M-184;EMEA;Fut;Split;Bind;Lotus;2do;0;1;0;0;0;2;0;3;10;1;0;9;4;8;1;0;0;0;1;11;2;EMEA;5.39;;;;;;;;;;;
M-185;EMEA;Liquid;Bind;Split;Fracture;1ro;1;1;No jugado;0;1;4;9;3;8;1;1;9;4;8;2;;;;;;;EMEA;5.33;;;;;;;;;;;
M-185;EMEA;Navi;Split;Bind;Fracture;2do;0;0;No jugado;0;0;8;2;9;4;0;1;3;8;4;9;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-186;EMEA;Vitality;Split;Haven;Lotus;1ro;0;1;0;1;0;8;1;9;4;0;0;8;5;5;4;0;1;3;3;4;9;EMEA;5.43;;;;;;;;;;;
M-186;EMEA;Fut;Haven;Split;Lotus;2do;0;1;1;1;1;5;4;8;5;1;0;9;4;8;1;0;1;4;9;3;3;EMEA;5.39;;;;;;;;;;;
M-187;EMEA;Navi;Pearl;Ascent;Lotus;1ro;1;1;No jugado;0;1;6;7;3;6;0;0;5;8;4;5;;;;;;;EMEA;5.49;;;;;;;;;;;
M-187;EMEA;Giants;Ascent;Pearl;Lotus;2do;0;0;No jugado;1;1;4;5;5;8;0;1;3;6;6;7;;;0;0;0;0;EMEA;5.77;;;;;;;;;;;
M-188;EMEA;Fut;Lotus;Fracture;Ascent;1ro;1;1;No jugado;1;0;10;3;6;2;1;1;8;5;3;4;;;;;;;EMEA;5.39;;;;;;;;;;;
M-188;EMEA;Navi;Fracture;Lotus;Ascent;2do;0;0;No jugado;0;0;3;4;8;5;1;0;6;2;10;3;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-189;EMEA;Fnatic;Lotus;Bind;Ascent;1ro;1;1;No jugado;1;1;8;6;7;5;1;0;7;6;6;0;;;;;;;EMEA;5.78;;;;;;;;;;;
M-189;EMEA;Liquid;Bind;Lotus;Ascent;2do;0;0;No jugado;1;0;6;0;7;6;0;0;7;5;8;6;;;0;0;0;0;EMEA;5.33;;;;;;;;;;;
M-190;EMEA;Liquid;Ascent;Lotus;;1ro;1;1;No jugado;1;0;9;4;2;3;1;0;12;5;11;4;;;;;;;EMEA;5.33;;;;;;;;;;;
M-190;EMEA;Fut;Lotus;Ascent;0;2do;0;0;No jugado;1;0;11;4;12;5;1;0;2;3;9;4;;;0;0;0;0;EMEA;5.39;;;;;;;;;;;
M-191;EMEA;Liquid;Split;Pearl;Bind;3ro;1;No jugado;No jugado;0;1;7;6;0;5;;;;;;;;;;;;;EMEA;5.33;;;;;;;;;;;
M-191;EMEA;Fut;Pearl;Split;Bind;4to;0;0;No jugado;;;0;0;0;0;0;1;0;5;7;6;;;0;0;0;0;EMEA;5.39;;;;;;;;;;;
M-192;EMEA;Fnatic;Lotus;Ascent;;1ro;1;0;No jugado;1;0;8;5;7;4;1;0;4;8;5;9;;;;;;;EMEA;5.78;;;;;;;;;;;
M-192;EMEA;Liquid;Ascent;Lotus;0;2do;1;0;No jugado;1;0;5;9;4;8;1;0;7;4;8;5;;;0;0;0;0;EMEA;5.33;;;;;;;;;;;
M-193;EMEA;Fnatic;Haven;Fracture;Bind;1ro;0;0;No jugado;0;0;4;2;5;8;0;1;4;7;5;8;;;;;;;EMEA;5.78;;;;;;;;;;;
M-193;EMEA;Liquid;Fracture;Haven;Bind;2do;1;1;No jugado;0;1;5;8;4;7;1;1;5;8;4;2;;;0;0;0;0;EMEA;5.33;;;;;;;;;;;
M-194;Pacific;Team Secret;Haven;Ascent;Lotus;1ro;1;1;No jugado;0;1;5;10;4;9;1;1;6;8;5;7;;;;;;;Pacific;5.37;;;;;;;;;;;
M-194;Pacific;Zeta Division;Ascent;Haven;Lotus;2do;0;0;No jugado;0;0;5;7;6;8;0;1;4;9;5;10;;;0;0;0;0;Pacific;5.21;;;;;;;;;;;
M-195;Pacific;T1;Fracture;Ascent;Lotus;1ro;1;0;1;1;0;6;7;5;3;0;1;3;8;4;9;1;0;7;6;6;1;Pacific;5.29;;;;;;;;;;;
M-195;Pacific;Gen.G;Ascent;Fracture;Lotus;2do;1;0;0;0;1;4;9;3;8;1;0;5;3;6;7;1;0;6;1;7;6;Pacific;5.38;;;;;;;;;;;
M-196;Pacific;Team Secret;Haven;Split;Bind;1ro;1;0;0;0;1;8;5;5;4;1;1;3;2;10;3;0;1;2;2;3;10;Pacific;5.37;;;;;;;;;;;
M-196;Pacific;DRX;Split;Haven;Bind;2do;1;0;1;0;0;10;3;3;2;0;1;5;4;8;5;0;1;3;10;2;2;Pacific;5.42;;;;;;;;;;;
M-197;Pacific;T1;Lotus;Fracture;Bind;1ro;0;0;No jugado;1;0;4;6;6;7;0;0;4;6;5;8;;;;;;;Pacific;5.29;;;;;;;;;;;
M-197;Pacific;Paper Rex;Fracture;Lotus;Bind;2do;1;1;No jugado;1;1;5;8;4;6;1;0;6;7;4;6;;;0;0;0;0;Pacific;5.86;;;;;;;;;;;
M-198;Pacific;Gen.G;Ascent;Haven;Split;1ro;0;1;1;1;1;6;2;7;6;1;0;10;3;6;2;1;0;6;8;7;5;Pacific;5.38;;;;;;;;;;;
M-198;Pacific;Team Secret;Haven;Ascent;Split;2do;0;1;0;1;0;6;2;10;3;0;0;7;6;6;2;1;0;7;5;6;8;Pacific;5.37;;;;;;;;;;;
M-199;Pacific;Zeta Division;Haven;Bind;Fracture;1ro;0;1;0;0;0;4;6;5;8;1;1;8;6;7;5;0;0;7;3;8;5;Pacific;5.21;;;;;;;;;;;
M-199;Pacific;T1;Bind;Haven;Fracture;2do;0;1;1;0;0;7;5;8;6;1;1;5;8;4;6;1;1;8;5;7;3;Pacific;5.29;;;;;;;;;;;
M-200;Pacific;T1;Fracture;Ascent;Lotus;1ro;1;1;No jugado;1;1;8;5;7;3;1;0;6;7;5;5;;;;;;;Pacific;5.29;;;;;;;;;;;
M-200;Pacific;Gen.G;Ascent;Fracture;Lotus;2do;0;0;No jugado;1;0;5;5;6;7;0;0;7;3;8;5;;;0;0;0;0;Pacific;5.38;;;;;;;;;;;
M-201;Pacific;Paper Rex;Fracture;Bind;Pearl;1ro;1;1;No jugado;1;0;6;7;5;0;0;0;8;5;2;4;;;;;;;Pacific;5.86;;;;;;;;;;;
M-201;Pacific;DRX;Bind;Fracture;Pearl;2do;0;0;No jugado;1;1;2;4;8;5;1;0;5;0;6;7;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-202;Pacific;Paper Rex;Fracture;Ascent;;1ro;0;0;No jugado;1;1;3;3;9;4;1;1;6;8;7;9;;;;;;;Pacific;5.86;;;;;;;;;;;
M-202;Pacific;DRX;Ascent;Fracture;0;2do;1;1;No jugado;0;0;7;9;6;8;0;0;9;4;3;3;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-203;Pacific;Paper Rex;Lotus;Pearl;Bind;3ro;1;1;1;1;0;4;9;3;0;1;0;8;5;4;4;0;1;4;9;3;3;Pacific;5.86;;;;;;;;;;;
M-203;Pacific;DRX;Pearl;Lotus;Bind;4to;0;0;0;1;0;4;4;8;5;1;0;3;0;4;9;0;1;3;3;4;9;Pacific;5.42;;;;;;;;;;;
M-204;Pacific;DRX;Ascent;Fracture;;1ro;0;1;No jugado;0;0;9;2;10;3;0;1;4;9;3;8;;;;;;;Pacific;5.42;;;;;;;;;;;
M-204;Pacific;T1;Fracture;Ascent;0;2do;0;1;No jugado;0;1;3;8;4;9;1;1;10;3;9;2;;;0;0;0;0;Pacific;5.29;;;;;;;;;;;
M-205;Pacific;DRX;Haven;Bind;Pearl;1ro;1;0;0;0;0;9;4;8;3;1;0;4;2;5;8;0;0;4;2;5;8;Pacific;5.42;;;;;;;;;;;
M-205;Pacific;T1;Bind;Haven;Pearl;2do;1;0;1;1;0;5;8;4;2;1;1;8;3;9;4;1;1;5;8;4;2;Pacific;5.29;;;;;;;;;;;
M-206;Pacific;T1;Fracture;Haven;Pearl;1ro;1;0;1;1;1;7;6;6;4;0;0;1;6;6;7;1;0;7;7;6;6;Master Tokio;5.29;;;;;;;;;;;
M-206;China;Eduard;Haven;Fracture;Pearl;2do;1;0;0;1;1;6;7;1;6;0;0;6;4;7;6;1;0;6;6;7;7;Master Tokio;5.2;;;;;;;;;;;
M-207;EMEA;Navi;Ascent;Lotus;Split;1ro;0;1;0;1;1;6;2;7;6;1;0;9;5;8;4;1;0;4;2;10;3;Master Tokio;5.49;;;;;;;;;;;
M-207;Americas;NRG;Lotus;Ascent;Split;2do;0;1;1;1;0;8;4;9;5;0;0;7;6;6;2;1;0;10;3;4;2;Master Tokio;5.25;;;;;;;;;;;
M-208;Americas;Evil Genius;Split;Lotus;Pearl;1ro;1;1;No jugado;1;1;7;6;0;5;1;1;7;7;6;6;;;;;;;Master Tokio;5.57;;;;;;;;;;;
M-208;EMEA;Fut;Lotus;Split;Pearl;2do;0;0;No jugado;0;0;6;6;7;7;0;0;0;5;7;6;;;0;0;0;0;Master Tokio;5.39;;;;;;;;;;;
M-209;China;Attacking Soul;Fracture;Pearl;Ascent;1ro;0;0;No jugado;0;1;5;5;7;6;1;0;3;4;8;5;;;;;;;Master Tokio;5.1;;;;;;;;;;;
M-209;Pacific;DRX;Pearl;Fracture;Ascent;2do;1;1;No jugado;1;0;8;5;3;4;0;1;7;6;5;5;;;0;0;0;0;Master Tokio;5.42;;;;;;;;;;;
M-210;Pacific;T1;Lotus;Bind;Pearl;1ro;1;0;0;1;0;7;6;6;5;0;1;1;6;6;7;1;0;6;5;7;6;Master Tokio;5.29;;;;;;;;;;;
M-210;Americas;NRG;Bind;Lotus;Pearl;2do;1;0;1;0;1;6;7;1;6;1;0;6;5;7;6;1;0;7;6;6;5;Master Tokio;5.25;;;;;;;;;;;
M-211;Americas;Evil Genius;Fracture;Ascent;Pearl;1ro;1;1;No jugado;1;1;5;8;4;1;1;1;6;7;5;4;;;;;;;Master Tokio;5.57;;;;;;;;;;;
M-211;Pacific;DRX;Ascent;Fracture;Pearl;2do;0;0;No jugado;0;0;5;4;6;7;0;0;4;1;5;8;;;0;0;0;0;Master Tokio;5.42;;;;;;;;;;;
M-212;EMEA;Navi;Pearl;Bind;Lotus;1ro;0;0;No jugado;1;0;9;6;10;7;0;0;6;6;7;7;;;;;;;Master Tokio;5.49;;;;;;;;;;;
M-212;China;Eduard;Bind;Pearl;Lotus;2do;1;1;No jugado;1;1;7;7;6;6;1;0;10;7;9;6;;;0;0;0;0;Master Tokio;5.2;;;;;;;;;;;
M-213;EMEA;Fut;Haven;Ascent;Lotus;1ro;0;1;1;0;1;3;5;4;9;1;1;6;7;5;0;1;1;8;5;2;4;Master Tokio;5.39;;;;;;;;;;;
M-213;China;Attacking Soul;Ascent;Haven;Lotus;2do;0;1;0;0;0;5;0;6;7;0;1;4;9;3;5;0;0;2;4;8;5;Master Tokio;5.1;;;;;;;;;;;
M-214;Pacific;T1;Fracture;Haven;Lotus;1ro;0;0;No jugado;0;0;0;4;8;5;1;0;4;2;10;3;;;;;;;Master Tokio;5.29;;;;;;;;;;;
M-214;China;Eduard;Haven;Fracture;Lotus;2do;1;1;No jugado;1;0;10;3;4;2;1;1;8;5;0;4;;;0;0;0;0;Master Tokio;5.2;;;;;;;;;;;
M-215;EMEA;Fut;Bind;Fracture;Haven;1ro;1;0;0;1;1;4;9;3;6;0;0;6;2;7;6;0;1;1;3;2;11;Master Tokio;5.39;;;;;;;;;;;
M-215;Pacific;DRX;Fracture;Bind;Haven;2do;1;0;1;1;1;7;6;6;2;0;0;3;6;4;9;0;1;2;11;1;3;Master Tokio;5.42;;;;;;;;;;;
M-216;China;Eduard;Haven;Split;Lotus;1ro;0;1;0;1;0;6;3;7;6;0;1;6;7;2;6;1;1;7;4;8;5;Master Tokio;5.2;;;;;;;;;;;
M-216;EMEA;Liquid;Split;Haven;Lotus;2do;0;1;1;0;1;2;6;6;7;1;0;7;6;6;3;0;0;8;5;7;4;Master Tokio;5.33;;;;;;;;;;;
M-217;Americas;Evil Genius;Fracture;Ascent;Lotus;1ro;1;1;No jugado;1;0;9;4;4;3;1;1;6;7;5;0;;;;;;;Master Tokio;5.57;;;;;;;;;;;
M-217;Americas;LOUD;Ascent;Fracture;Lotus;2do;0;0;No jugado;0;0;5;0;6;7;1;0;4;3;9;4;;;0;0;0;0;Master Tokio;5.61;;;;;;;;;;;
M-218;EMEA;Fnatic;Fracture;Bind;Split;1ro;1;1;No jugado;1;0;7;6;6;3;1;1;10;3;2;2;;;;;;;Master Tokio;5.78;;;;;;;;;;;
M-218;Americas;NRG;Bind;Fracture;Split;2do;0;0;No jugado;0;0;2;2;10;3;1;0;6;3;7;6;;;0;0;0;0;Master Tokio;5.25;;;;;;;;;;;
M-219;Pacific;DRX;Split;Bind;Fracture;1ro;0;0;No jugado;1;0;7;3;9;4;0;1;4;6;5;8;;;;;;;Master Tokio;5.42;;;;;;;;;;;
M-219;Pacific;Paper Rex;Bind;Split;Fracture;2do;1;1;No jugado;0;1;5;8;4;6;1;0;9;4;7;3;;;0;0;0;0;Master Tokio;5.86;;;;;;;;;;;
M-220;Pacific;DRX;Pearl;Haven;Split;1ro;0;0;No jugado;0;1;3;8;4;9;0;0;4;1;5;8;;;;;;;Master Tokio;5.42;;;;;;;;;;;
M-220;Americas;NRG;Haven;Pearl;Split;2do;1;1;No jugado;1;1;5;8;4;1;0;1;4;9;3;8;;;0;0;0;0;Master Tokio;5.25;;;;;;;;;;;
M-221;Americas;LOUD;Lotus;Fracture;Bind;1ro;0;0;No jugado;1;0;2;4;8;5;0;1;7;3;8;5;;;;;;;Master Tokio;5.61;;;;;;;;;;;
