filtro;Region;team;mapa;seleccion;gano_map;pistol_atk;pistol_def;atk_propio;defensa_propia;atk_rival;def_rival;ganadas_totales;perdidas_totales;total_jugadas;torneo;stats_equipo;ranking;elo;rib_rank;rwr;rondas_ganadas_ano;rondas_perdidas_ano;rival;stats_equipo_rival;rating_rival;elo_rival;rib_rival;rwr_rival;rondas_ganadas_rival;rondas_perdidas_rival
1;EMEA;Vitality;Haven;Rival;0;0;0;3;6;4;9;9;13;22;EMEA;5.43;673;1418;1457;0.487256372;352;342;BBL;5.31;684;1426;1446;0.473421927;285;317
0;EMEA;Vitality;Ascent;Propio;0;0;0;1;7;5;8;8;13;21;EMEA;5.43;673;1418;1457;0.487256372;352;342;BBL;5.31;684;1426;1446;0.473421927;285;317
1;EMEA;Giants;Icebox;Rival;0;1;0;6;5;7;6;11;13;24;EMEA;5.77;827;1628;1586;0.513874615;500;473;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Giants;Ascent;Propio;1;1;1;6;7;5;6;13;11;24;EMEA;5.77;827;1628;1586;0.513874615;500;473;Liquid;5.33;854;1650;1586;0.501798561;558;554
0;EMEA;Heretics;Lotus;Rival;1;0;1;7;6;6;4;13;10;23;EMEA;5.26;663;1325;1392;0.439201452;242;309;BBL;5.31;684;1426;1446;0.473421927;285;317
1;EMEA;Heretics;Haven;Propio;0;1;0;7;5;8;6;12;14;26;EMEA;5.26;663;1325;1392;0.439201452;242;309;BBL;5.31;684;1426;1446;0.473421927;285;317
1;EMEA;KOI;Ascent;Rival;1;0;1;6;7;2;6;13;8;21;EMEA;5.49;686;1355;1437;0.465116279;340;391;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
0;EMEA;KOI;Lotus;Propio;0;0;1;1;5;2;11;6;13;19;EMEA;5.49;686;1355;1437;0.465116279;340;391;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
1;Pacific;Global;Split;Rival;0;1;0;3;3;9;4;6;13;19;Pacific;5.75;683;1444;1447;0.497512438;300;303;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;Global;Icebox;Propio;1;1;1;7;6;6;1;13;7;20;Pacific;5.75;683;1444;1447;0.497512438;300;303;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;DRX;Fracture;Rival;0;0;0;4;6;6;7;10;13;23;Pacific;5.42;885;2000;1612;0.524355301;915;830;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;DRX;Haven;Propio;1;1;0;11;2;6;1;13;7;20;Pacific;5.42;885;2000;1612;0.524355301;915;830;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;T1;Fracture;Rival;1;0;0;9;4;1;3;13;4;17;Pacific;5.29;822;1885;1605;0.481031866;634;684;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;T1;Haven;Propio;1;1;1;7;6;4;5;13;9;22;Pacific;5.29;822;1885;1605;0.481031866;634;684;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Team Secret;Haven;Rival;1;0;0;4;9;3;5;13;8;21;Pacific;5.37;722;1652;1491;0.498759305;402;404;DFM;5.77;624;1718;1307;0.384773663;187;299
1;Pacific;Team Secret;Ascent;Propio;1;0;1;6;7;5;6;13;11;24;Pacific;5.37;722;1652;1491;0.498759305;402;404;DFM;5.77;624;1718;1307;0.384773663;187;299
1;Pacific;Zeta Division;Ascent;Rival;0;1;0;7;7;8;8;14;16;30;Pacific;5.21;812;1650;1514;0.480140187;411;445;Talon;5.27;699;1664;1498;0.485714286;340;360
0;Pacific;Zeta Division;Haven;Propio;0;1;0;4;4;5;8;8;13;21;Pacific;5.21;812;1650;1514;0.480140187;411;445;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Americas;100 Thieves;Fracture;Rival;0;1;0;2;1;11;2;3;13;16;Americas;5.55;701;1666;1484;0.468085106;352;400;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;100 Thieves;Bind;Propio;0;0;1;5;2;6;7;7;13;20;Americas;5.55;701;1666;1484;0.468085106;352;400;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;mibr;Split;Rival;0;0;1;2;5;3;10;7;13;20;Americas;5.43;668;1554;1510;0.418772563;232;322;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;mibr;Pearl;Propio;0;1;0;8;3;9;4;11;13;24;Americas;5.43;668;1554;1510;0.418772563;232;322;FURIA;5.42;693;1700;1528;0.487922705;404;424
0;Pacific;DFM;Split;Rival;1;1;0;7;6;4;5;13;9;22;Pacific;5.77;624;1718;1307;0.384773663;187;299;T1;5.29;822;1885;1605;0.481031866;634;684
0;Pacific;DFM;Lotus;Propio;0;0;1;5;4;6;7;9;13;22;Pacific;5.77;624;1718;1307;0.384773663;187;299;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;Team Secret;Lotus;Rival;1;0;1;7;6;6;4;13;10;23;Pacific;5.37;722;1652;1491;0.498759305;402;404;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Team Secret;Split;Propio;0;0;0;5;4;8;5;9;13;22;Pacific;5.37;722;1652;1491;0.498759305;402;404;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Gen.G;Lotus;Rival;0;0;1;3;5;7;6;8;13;21;Pacific;5.38;700;1735;1457;0.464646465;414;477;Global;5.75;683;1444;1447;0.497512438;300;303
1;Pacific;Gen.G;Pearl;Propio;0;1;0;7;1;8;5;8;13;21;Pacific;5.38;700;1735;1457;0.464646465;414;477;Global;5.75;683;1444;1447;0.497512438;300;303
0;Pacific;Paper Rex;Split;Rival;0;0;1;6;4;7;6;10;13;23;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Paper Rex;Haven;Propio;1;0;0;6;7;2;6;13;8;21;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Paper Rex;Split;Rival;1;1;0;4;9;3;1;13;4;17;Pacific;5.86;976;2000;1705;0.528846154;715;637;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Paper Rex;Pearl;Propio;0;1;0;8;3;9;4;11;13;24;Pacific;5.86;976;2000;1705;0.528846154;715;637;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Americas;Cloud9;Fracture;Rival;1;0;1;2;11;1;5;13;6;19;Americas;5.78;752;1745;1610;0.536257833;599;518;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;Cloud9;Lotus;Propio;1;1;0;4;9;3;1;13;4;17;Americas;5.78;752;1745;1610;0.536257833;599;518;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;Leviatan;Pearl;Rival;1;0;1;7;6;6;4;13;10;23;Americas;5.47;710;2000;1540;0.493414387;487;500;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Leviatan;Split;Propio;0;0;1;2;8;4;9;10;13;23;Americas;5.47;710;2000;1540;0.493414387;487;500;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
0;Americas;KRU;Ascent;Rival;0;0;1;3;8;4;9;11;13;24;Americas;5.46;786;1685;1436;0.485776805;444;470;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;KRU;Pearl;Propio;1;1;0;9;4;8;2;13;10;23;Americas;5.46;786;1685;1436;0.485776805;444;470;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;EMEA;Fut;Lotus;Rival;0;0;0;1;4;8;5;5;13;18;EMEA;5.39;847;1668;1587;0.5;567;567;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;EMEA;Fut;Icebox;Propio;0;0;0;5;0;6;7;5;13;18;EMEA;5.39;847;1668;1587;0.5;567;567;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;EMEA;Navi;Fracture;Rival;1;0;0;7;6;5;5;13;10;23;EMEA;5.49;828;1636;1572;0.511610487;683;652;Vitality;5.43;673;1418;1457;0.487256372;352;342
0;EMEA;Navi;Split;Propio;1;0;1;4;9;3;7;13;10;23;EMEA;5.49;828;1636;1572;0.511610487;683;652;Vitality;5.43;673;1418;1457;0.487256372;352;342
1;EMEA;Vitality;Bind;Rival;0;0;1;2;6;6;7;8;13;21;EMEA;5.43;673;1418;1457;0.487256372;352;342;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;EMEA;Vitality;Haven;Propio;0;0;0;5;7;6;8;12;14;26;EMEA;5.43;673;1418;1457;0.487256372;352;342;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;Karmine Corp;Ascent;Rival;0;0;0;4;1;5;8;5;13;18;EMEA;5.04;667;1335;1425;0.422190202;293;401;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Karmine Corp;Haven;Propio;0;1;1;5;3;6;7;8;13;21;EMEA;5.04;667;1335;1425;0.422190202;293;401;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;BBL;Ascent;Rival;1;0;1;9;4;1;3;13;4;17;EMEA;5.31;684;1426;1446;0.473421927;285;317;KOI;5.49;686;1355;1437;0.465116279;340;391
1;EMEA;BBL;Pearl;Propio;0;0;0;3;0;4;9;3;13;16;EMEA;5.31;684;1426;1446;0.473421927;285;317;KOI;5.49;686;1355;1437;0.465116279;340;391
0;EMEA;Liquid;Bind;Rival;0;0;1;4;7;5;8;11;13;24;EMEA;5.33;854;1650;1586;0.501798561;558;554;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Liquid;Fracture;Propio;0;0;1;6;5;7;6;11;13;24;EMEA;5.33;854;1650;1586;0.501798561;558;554;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Heretics;Lotus;Rival;1;0;0;8;8;7;7;16;14;30;EMEA;5.26;663;1325;1392;0.439201452;242;309;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Heretics;Pearl;Propio;1;1;0;9;4;6;3;13;9;22;EMEA;5.26;663;1325;1392;0.439201452;242;309;Giants;5.77;827;1628;1586;0.513874615;500;473
0;Americas;Sentinels;Pearl;Rival;0;1;0;3;2;10;3;5;13;18;Americas;5.88;700;1796;1463;0.466582598;370;423;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Sentinels;Fracture;Propio;0;0;1;3;3;4;9;6;13;19;Americas;5.88;700;1796;1463;0.466582598;370;423;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;mibr;Lotus;Rival;0;0;0;4;0;5;8;4;13;17;Americas;5.43;668;1554;1510;0.418772563;232;322;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;mibr;Split;Propio;0;0;0;0;5;7;6;5;13;18;Americas;5.43;668;1554;1510;0.418772563;232;322;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;100 Thieves;Split;Rival;0;0;1;7;6;8;7;13;15;28;Americas;5.55;701;1666;1484;0.468085106;352;400;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;Americas;100 Thieves;Ascent;Propio;0;0;1;1;4;8;5;5;13;18;Americas;5.55;701;1666;1484;0.468085106;352;400;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;KRU;Split;Rival;0;0;0;3;1;4;9;4;13;17;Americas;5.46;786;1685;1436;0.485776805;444;470;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;KRU;Haven;Propio;0;0;0;3;1;11;2;4;13;17;Americas;5.46;786;1685;1436;0.485776805;444;470;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;FURIA;Haven;Rival;1;0;1;7;6;6;5;13;11;24;Americas;5.42;693;1700;1528;0.487922705;404;424;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;FURIA;Bind;Propio;0;0;0;9;2;10;3;11;13;24;Americas;5.42;693;1700;1528;0.487922705;404;424;NRG;5.25;916;1816;1592;0.531468531;760;670
0;EMEA;KOI;Ascent;Rival;0;0;1;1;8;4;9;9;13;22;EMEA;5.49;686;1355;1437;0.465116279;340;391;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;KOI;Lotus;Propio;0;1;0;2;2;10;3;4;13;17;EMEA;5.49;686;1355;1437;0.465116279;340;391;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;Vitality;Split;Rival;1;1;0;7;6;5;5;13;10;23;EMEA;5.43;673;1418;1457;0.487256372;352;342;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Vitality;Lotus;Propio;0;0;0;4;2;5;8;6;13;19;EMEA;5.43;673;1418;1457;0.487256372;352;342;Giants;5.77;827;1628;1586;0.513874615;500;473
0;EMEA;Navi;Pearl;Rival;1;0;0;4;9;3;8;13;11;24;EMEA;5.49;828;1636;1572;0.511610487;683;652;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Navi;Lotus;Propio;1;0;1;4;9;3;6;13;9;22;EMEA;5.49;828;1636;1572;0.511610487;683;652;Fut;5.39;847;1668;1587;0.5;567;567
0;EMEA;Karmine Corp;Lotus;Rival;0;1;0;4;6;6;7;10;13;23;EMEA;5.04;667;1335;1425;0.422190202;293;401;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;EMEA;Karmine Corp;Haven;Propio;0;0;0;2;0;3;10;2;13;15;EMEA;5.04;667;1335;1425;0.422190202;293;401;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;BBL;Ascent;Rival;1;0;0;8;5;3;4;13;7;20;EMEA;5.31;684;1426;1446;0.473421927;285;317;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;BBL;Split;Propio;0;1;0;8;3;9;4;11;13;24;EMEA;5.31;684;1426;1446;0.473421927;285;317;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Pacific;Talon;Lotus;Rival;1;1;0;6;7;5;2;13;7;20;Pacific;5.27;699;1664;1498;0.485714286;340;360;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;Talon;Fracture;Propio;1;1;1;7;6;3;5;13;8;21;Pacific;5.27;699;1664;1498;0.485714286;340;360;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Zeta Division;Ascent;Rival;0;0;1;6;4;8;5;10;13;23;Pacific;5.21;812;1650;1514;0.480140187;411;445;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;Zeta Division;Split;Propio;0;0;0;1;5;7;6;6;13;19;Pacific;5.21;812;1650;1514;0.480140187;411;445;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Global;Pearl;Rival;0;1;1;7;4;8;5;11;13;24;Pacific;5.75;683;1444;1447;0.497512438;300;303;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Global;Fracture;Propio;0;0;0;6;4;7;6;10;13;23;Pacific;5.75;683;1444;1447;0.497512438;300;303;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;T1;Bind;Rival;1;0;0;7;6;3;5;13;8;21;Pacific;5.29;822;1885;1605;0.481031866;634;684;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;T1;Lotus;Propio;1;1;1;3;10;2;2;13;4;17;Pacific;5.29;822;1885;1605;0.481031866;634;684;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;DRX;Ascent;Rival;1;0;0;9;4;1;3;13;4;17;Pacific;5.42;885;2000;1612;0.524355301;915;830;DFM;5.77;624;1718;1307;0.384773663;187;299
1;Pacific;DRX;Fracture;Propio;1;1;1;5;8;1;7;13;8;21;Pacific;5.42;885;2000;1612;0.524355301;915;830;DFM;5.77;624;1718;1307;0.384773663;187;299
1;EMEA;Heretics;Lotus;Rival;1;1;0;8;5;7;2;13;9;22;EMEA;5.26;663;1325;1392;0.439201452;242;309;KOI;5.49;686;1355;1437;0.465116279;340;391
0;EMEA;Heretics;Fracture;Propio;0;1;0;4;3;9;4;7;13;20;EMEA;5.26;663;1325;1392;0.439201452;242;309;KOI;5.49;686;1355;1437;0.465116279;340;391
1;Pacific;Gen.G;Ascent;Rival;0;0;0;0;2;10;3;2;13;15;Pacific;5.38;700;1735;1457;0.464646465;414;477;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Gen.G;Split;Propio;0;1;0;4;3;9;4;7;13;20;Pacific;5.38;700;1735;1457;0.464646465;414;477;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;T1;Lotus;Rival;0;0;1;1;9;3;10;10;13;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
0;Pacific;T1;Fracture;Propio;1;1;1;7;6;6;5;13;11;24;Pacific;5.29;822;1885;1605;0.481031866;634;684;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
0;Pacific;DRX;Ascent;Rival;0;1;0;9;2;10;3;11;13;24;Pacific;5.42;885;2000;1612;0.524355301;915;830;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;DRX;Haven;Propio;0;1;1;4;4;5;8;8;13;21;Pacific;5.42;885;2000;1612;0.524355301;915;830;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;Global;Pearl;Rival;1;1;1;11;2;5;1;13;6;19;Pacific;5.75;683;1444;1447;0.497512438;300;303;DFM;5.77;624;1718;1307;0.384773663;187;299
1;Pacific;Global;Lotus;Propio;1;1;1;8;5;3;4;13;7;20;Pacific;5.75;683;1444;1447;0.497512438;300;303;DFM;5.77;624;1718;1307;0.384773663;187;299
1;Pacific;Talon;Ascent;Rival;0;0;0;1;3;9;4;4;13;17;Pacific;5.27;699;1664;1498;0.485714286;340;360;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
0;Pacific;Talon;Split;Propio;1;0;1;9;4;0;3;13;3;16;Pacific;5.27;699;1664;1498;0.485714286;340;360;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
0;Pacific;Zeta Division;Ascent;Rival;0;1;1;1;3;9;4;4;13;17;Pacific;5.21;812;1650;1514;0.480140187;411;445;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;Zeta Division;Haven;Propio;1;1;0;8;5;4;4;13;8;21;Pacific;5.21;812;1650;1514;0.480140187;411;445;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;DRX;Pearl;Rival;1;1;1;4;9;3;6;13;9;22;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;DRX;Bind;Propio;1;1;1;9;4;7;3;13;10;23;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;Global;Lotus;Rival;0;0;0;5;5;7;6;10;13;23;Pacific;5.75;683;1444;1447;0.497512438;300;303;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;Global;Haven;Propio;0;1;0;6;3;7;6;9;13;22;Pacific;5.75;683;1444;1447;0.497512438;300;303;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Americas;100 Thieves;Fracture;Rival;1;1;0;10;3;5;2;13;7;20;Americas;5.55;701;1666;1484;0.468085106;352;400;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;100 Thieves;Pearl;Propio;0;1;1;5;5;6;7;10;13;23;Americas;5.55;701;1666;1484;0.468085106;352;400;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;Evil Genius;Fracture;Rival;1;0;0;5;8;4;1;13;5;18;Americas;5.57;989;2000;1667;0.535262206;888;771;mibr;5.43;668;1554;1510;0.418772563;232;322
1;Americas;Evil Genius;Lotus;Propio;1;1;1;3;10;2;0;13;2;15;Americas;5.57;989;2000;1667;0.535262206;888;771;mibr;5.43;668;1554;1510;0.418772563;232;322
0;Americas;KRU;Bind;Rival;0;1;0;4;6;5;8;10;13;23;Americas;5.46;786;1685;1436;0.485776805;444;470;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;KRU;Lotus;Propio;0;0;0;6;6;7;7;12;14;26;Americas;5.46;786;1685;1436;0.485776805;444;470;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;NRG;Pearl;Rival;1;1;1;7;6;6;3;13;9;22;Americas;5.25;916;1816;1592;0.531468531;760;670;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;Americas;NRG;Split;Propio;1;1;0;9;4;2;3;13;5;18;Americas;5.25;916;1816;1592;0.531468531;760;670;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;Leviatan;Haven;Rival;0;1;0;2;2;10;3;4;13;17;Americas;5.47;710;2000;1540;0.493414387;487;500;Cloud9;5.78;752;1745;1610;0.536257833;599;518
0;Americas;Leviatan;Lotus;Propio;0;1;0;4;3;9;4;7;13;20;Americas;5.47;710;2000;1540;0.493414387;487;500;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Pacific;DFM;Bind;Rival;0;0;0;2;2;10;3;4;13;17;Pacific;5.77;624;1718;1307;0.384773663;187;299;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;DFM;Lotus;Propio;0;0;1;6;5;7;6;11;13;24;Pacific;5.77;624;1718;1307;0.384773663;187;299;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Paper Rex;Pearl;Rival;1;1;1;5;8;4;7;13;11;24;Pacific;5.86;976;2000;1705;0.528846154;715;637;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
0;Pacific;Paper Rex;Bind;Propio;1;1;1;7;6;4;5;13;9;22;Pacific;5.86;976;2000;1705;0.528846154;715;637;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;EMEA;Navi;Split;Rival;0;0;0;4;4;5;8;8;13;21;EMEA;5.49;828;1636;1572;0.511610487;683;652;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;EMEA;Navi;Lotus;Propio;0;1;1;6;3;7;6;9;13;22;EMEA;5.49;828;1636;1572;0.511610487;683;652;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;Heretics;Lotus;Rival;0;1;1;9;4;10;5;13;15;28;EMEA;5.26;663;1325;1392;0.439201452;242;309;Vitality;5.43;673;1418;1457;0.487256372;352;342
1;EMEA;Heretics;Haven;Propio;0;1;1;2;8;4;9;10;13;23;EMEA;5.26;663;1325;1392;0.439201452;242;309;Vitality;5.43;673;1418;1457;0.487256372;352;342
1;EMEA;Giants;Ascent;Rival;1;0;1;8;5;1;4;13;5;18;EMEA;5.77;827;1628;1586;0.513874615;500;473;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
1;EMEA;Giants;Lotus;Propio;1;1;0;11;5;10;4;16;14;30;EMEA;5.77;827;1628;1586;0.513874615;500;473;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
1;Americas;FURIA;Haven;Rival;1;0;1;8;5;1;4;13;5;18;Americas;5.42;693;1700;1528;0.487922705;404;424;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;FURIA;Split;Propio;0;1;1;4;3;9;4;7;13;20;Americas;5.42;693;1700;1528;0.487922705;404;424;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;Evil Genius;Split;Rival;0;0;1;2;5;7;6;7;13;20;Americas;5.57;989;2000;1667;0.535262206;888;771;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;Evil Genius;Bind;Propio;0;0;0;1;8;4;9;9;13;22;Americas;5.57;989;2000;1667;0.535262206;888;771;NRG;5.25;916;1816;1592;0.531468531;760;670
0;EMEA;KOI;Split;Rival;1;1;0;8;5;7;4;13;11;24;EMEA;5.49;686;1355;1437;0.465116279;340;391;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;KOI;Fracture;Propio;0;0;0;5;2;6;7;7;13;20;EMEA;5.49;686;1355;1437;0.465116279;340;391;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;BBL;Haven;Rival;0;1;0;5;2;10;3;7;13;20;EMEA;5.31;684;1426;1446;0.473421927;285;317;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;BBL;Pearl;Propio;0;0;1;0;5;7;6;5;13;18;EMEA;5.31;684;1426;1446;0.473421927;285;317;Fut;5.39;847;1668;1587;0.5;567;567
1;Americas;KRU;Ascent;Rival;1;1;1;6;7;0;6;13;6;19;Americas;5.46;786;1685;1436;0.485776805;444;470;Cloud9;5.78;752;1745;1610;0.536257833;599;518
0;Americas;KRU;Lotus;Propio;0;0;0;10;3;11;4;13;15;28;Americas;5.46;786;1685;1436;0.485776805;444;470;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;LOUD;Ascent;Rival;1;0;1;9;4;2;3;13;5;18;Americas;5.61;944;2000;1655;0.537700865;870;748;Leviatan;5.47;710;2000;1540;0.493414387;487;500
0;Americas;LOUD;Haven;Propio;1;0;0;8;5;3;4;13;7;20;Americas;5.61;944;2000;1655;0.537700865;870;748;Leviatan;5.47;710;2000;1540;0.493414387;487;500
0;Americas;mibr;Pearl;Rival;0;0;0;4;8;5;9;12;14;26;Americas;5.43;668;1554;1510;0.418772563;232;322;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
1;Americas;mibr;Fracture;Propio;1;1;1;8;5;2;4;13;6;19;Americas;5.43;668;1554;1510;0.418772563;232;322;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
1;Americas;Leviatan;Pearl;Rival;1;1;0;12;8;11;7;20;18;38;Americas;5.47;710;2000;1540;0.493414387;487;500;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;Leviatan;Ascent;Propio;0;0;0;1;4;8;5;5;13;18;Americas;5.47;710;2000;1540;0.493414387;487;500;FURIA;5.42;693;1700;1528;0.487922705;404;424
0;Americas;Evil Genius;Split;Rival;1;0;0;5;10;4;9;15;13;28;Americas;5.57;989;2000;1667;0.535262206;888;771;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;Evil Genius;Haven;Propio;0;0;0;5;6;6;7;11;13;24;Americas;5.57;989;2000;1667;0.535262206;888;771;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;LOUD;Ascent;Rival;1;0;0;9;4;2;3;13;5;18;Americas;5.61;944;2000;1655;0.537700865;870;748;FURIA;5.42;693;1700;1528;0.487922705;404;424
0;Americas;LOUD;Haven;Propio;1;1;1;9;4;1;3;13;4;17;Americas;5.61;944;2000;1655;0.537700865;870;748;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;Cloud9;Bind;Rival;0;0;0;2;0;3;10;2;13;15;Americas;5.78;752;1745;1610;0.536257833;599;518;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Cloud9;Fracture;Propio;0;0;0;4;1;5;8;5;13;18;Americas;5.78;752;1745;1610;0.536257833;599;518;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Cloud9;Lotus;Rival;0;0;0;6;4;7;6;10;13;23;Americas;5.78;752;1745;1610;0.536257833;599;518;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;Cloud9;Haven;Propio;1;1;1;9;4;5;3;13;8;21;Americas;5.78;752;1745;1610;0.536257833;599;518;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;FURIA;Haven;Rival;0;0;1;3;7;5;8;10;13;23;Americas;5.42;693;1700;1528;0.487922705;404;424;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;FURIA;Bind;Propio;0;0;1;2;7;3;10;9;13;22;Americas;5.42;693;1700;1528;0.487922705;404;424;NRG;5.25;916;1816;1592;0.531468531;760;670
